area,bhk,bedrooms,bathrooms,balcony,price,price_per_sqft,area_per_bhk,bathrooms_per_bhk,location_Khandwa Road Indore,location_Mhow Indore,location_Other,location_Rau Indore,location_Super Corridor Indore,location_Ujjain Indore Road Indore,property_type_House,property_type_Villa,furnishing_Semi-Furnished,furnishing_Unfurnished
2153.0,3.0,3.0,2.0,2.0,8600000.0,3994.426381792847,717.6666666666666,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
1134.0,2.0,2.0,2.0,2.0,7600000.0,6701.940035273368,567.0,1.0,False,False,True,False,False,False,True,False,False,True
600.0,2.0,2.0,2.0,2.0,2190000.0,3650.0,300.0,1.0,False,False,True,False,False,False,True,False,False,True
3500.0,2.0,2.0,2.0,2.0,24000000.0,6857.142857142857,1750.0,1.0,False,False,True,False,False,False,True,False,False,True
2200.0,4.0,4.0,2.0,2.0,8400000.0,3818.181818181818,550.0,0.5,False,False,True,False,False,False,True,False,False,True
775.0,2.0,2.0,2.0,2.0,3840000.0,4954.8387096774195,387.5,1.0,False,False,True,False,False,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,6000000.0,6000.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
1500.0,2.0,2.0,2.0,2.0,6300000.0,4200.0,750.0,1.0,False,True,False,False,False,False,True,False,False,True
1250.0,2.0,2.0,2.0,2.0,6300000.0,5040.0,625.0,1.0,False,False,True,False,False,False,True,False,False,True
600.0,1.0,1.0,2.0,2.0,3100000.0,5166.666666666667,600.0,2.0,False,False,True,False,False,False,True,False,False,True
900.0,1.0,1.0,2.0,2.0,2800000.0,3111.1111111111113,900.0,2.0,False,False,True,False,False,False,True,False,False,True
700.0,2.0,2.0,2.0,2.0,2600000.0,3714.285714285714,350.0,1.0,False,False,True,False,False,False,True,False,False,True
2000.0,4.0,4.0,2.0,2.0,4500000.0,2250.0,500.0,0.5,False,False,True,False,False,False,True,False,False,True
550.0,1.0,1.0,2.0,2.0,2700000.0,4909.090909090909,550.0,2.0,False,False,True,False,False,False,True,False,True,False
825.0,2.0,2.0,2.0,2.0,4400000.0,5333.333333333333,412.5,1.0,False,False,True,False,False,False,True,False,False,True
1200.0,3.0,3.0,2.0,3.0,6100000.0,5083.333333333333,400.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,5200000.0,5200.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
1530.0,4.0,4.0,2.0,4.0,5100000.0,3333.3333333333335,382.5,0.5,False,False,True,False,False,False,True,False,True,False
1000.0,2.0,2.0,2.0,2.0,5950000.0,5950.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
400.0,2.0,2.0,2.0,2.0,1400000.0,3500.0,200.0,1.0,False,False,True,False,False,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,6050000.0,6050.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
3000.0,6.0,6.0,2.0,2.0,30000000.0,10000.0,500.0,0.3333333333333333,False,False,True,False,False,False,True,False,False,True
662.0,1.0,1.0,2.0,1.0,2450000.0,3700.906344410876,662.0,2.0,False,False,True,False,False,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,3000000.0,3000.0,500.0,1.0,False,False,False,False,False,True,True,False,False,True
880.0,2.0,2.0,2.0,2.0,5720000.0,6500.0,440.0,1.0,False,False,True,False,False,False,True,False,False,True
625.0,1.0,1.0,2.0,1.0,1630000.0,2608.0,625.0,2.0,False,False,True,False,False,False,True,False,True,False
3000.0,5.0,5.0,2.0,5.0,32500000.0,10833.333333333334,600.0,0.4,False,False,True,False,False,False,True,False,False,False
2000.0,3.0,3.0,2.0,3.0,9800000.0,4900.0,666.6666666666666,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
1075.0,2.0,2.0,2.0,2.0,4200000.0,3906.9767441860463,537.5,1.0,False,False,True,False,False,False,True,False,False,True
1500.0,4.0,4.0,2.0,2.0,4540000.0,3026.6666666666665,375.0,0.5,False,False,True,False,False,False,True,False,False,True
1200.0,2.0,2.0,2.0,2.0,8500000.0,7083.333333333333,600.0,1.0,False,False,True,False,False,False,True,False,False,True
1150.0,3.0,3.0,3.0,3.0,8500000.0,7391.304347826087,383.3333333333333,1.0,False,False,True,False,False,False,True,False,True,False
800.0,3.0,3.0,2.0,3.0,9000000.0,11250.0,266.6666666666667,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
1600.0,4.0,4.0,2.0,4.0,12500000.0,7812.5,400.0,0.5,False,False,True,False,False,False,True,False,True,False
600.0,2.0,2.0,2.0,2.0,1550000.0,2583.3333333333335,300.0,1.0,True,False,False,False,False,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,20000000.0,20000.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
920.0,4.0,4.0,2.0,4.0,16000000.0,17391.304347826088,230.0,0.5,False,False,True,False,False,False,True,False,True,False
563.0,1.0,1.0,2.0,2.0,1300000.0,2309.0586145648313,563.0,2.0,False,False,True,False,False,False,True,False,True,False
900.0,2.0,2.0,2.0,2.0,3600000.0,4000.0,450.0,1.0,False,False,True,False,False,False,True,False,True,False
4700.0,5.0,5.0,2.0,6.0,25000000.0,5319.148936170212,940.0,0.4,False,False,True,False,False,False,False,True,False,True
1020.0,2.0,2.0,2.0,2.0,8980000.0,8803.921568627451,510.0,1.0,False,False,True,False,False,False,True,False,False,True
500.0,2.0,2.0,2.0,2.0,10000000.0,20000.0,250.0,1.0,False,False,True,False,False,False,True,False,False,True
4000.0,10.0,10.0,2.0,2.0,15000000.0,3750.0,400.0,0.2,False,False,True,False,False,False,True,False,False,True
1033.0,2.0,2.0,2.0,2.0,3400000.0,3291.384317521781,516.5,1.0,False,False,True,False,False,False,True,False,False,True
1500.0,3.0,3.0,2.0,2.0,3700000.0,2466.6666666666665,500.0,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
1000.0,2.0,2.0,2.0,2.0,2900000.0,2900.0,500.0,1.0,False,False,True,False,False,False,False,True,False,True
1600.0,3.0,3.0,2.0,3.0,12000000.0,7500.0,533.3333333333334,0.6666666666666666,False,False,True,False,False,False,False,True,True,False
1500.0,4.0,4.0,2.0,4.0,8500000.0,5666.666666666667,375.0,0.5,False,False,True,False,False,False,False,True,False,False
1500.0,4.0,4.0,2.0,2.0,3600000.0,2400.0,375.0,0.5,False,False,True,False,False,False,True,False,False,True
5000.0,10.0,10.0,2.0,2.0,30000000.0,6000.0,500.0,0.2,False,False,True,False,False,False,False,True,False,True
2600.0,4.0,4.0,2.0,2.0,48500000.0,18653.846153846152,650.0,0.5,False,False,True,False,False,False,True,False,False,False
5400.0,6.0,6.0,2.0,6.0,40000000.0,7407.407407407408,900.0,0.3333333333333333,False,False,True,False,False,False,True,False,False,False
1000.0,2.0,2.0,2.0,2.0,6500000.0,6500.0,500.0,1.0,False,False,False,True,False,False,True,False,False,True
750.0,2.0,2.0,2.0,3.0,8000000.0,10666.666666666666,375.0,1.0,True,False,False,False,False,False,True,False,False,True
6500.0,7.0,7.0,2.0,8.0,45000000.0,6923.076923076923,928.5714285714286,0.2857142857142857,False,False,False,True,False,False,False,True,False,False
1000.0,2.0,2.0,2.0,2.0,2500000.0,2500.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
600.0,2.0,2.0,2.0,2.0,2500000.0,4166.666666666667,300.0,1.0,False,False,True,False,False,False,True,False,False,True
706.0,1.0,1.0,2.0,1.0,2700000.0,3824.3626062322946,706.0,2.0,False,False,True,False,False,False,True,False,True,False
1200.0,2.0,2.0,2.0,2.0,4900000.0,4083.3333333333335,600.0,1.0,False,False,True,False,False,False,True,False,False,True
1200.0,2.0,2.0,2.0,2.0,2000000.0,1666.6666666666667,600.0,1.0,False,False,True,False,False,False,True,False,True,False
400.0,1.0,1.0,2.0,2.0,1210000.0,3025.0,400.0,2.0,False,False,True,False,False,False,True,False,False,True
720.0,2.0,2.0,2.0,2.0,2150000.0,2986.1111111111113,360.0,1.0,False,False,True,False,False,False,True,False,False,True
2150.0,3.0,3.0,2.0,2.0,16200000.000000002,7534.883720930234,716.6666666666666,0.6666666666666666,False,False,True,False,False,False,False,True,True,False
1000.0,2.0,2.0,2.0,2.0,2000000.0,2000.0,500.0,1.0,False,False,False,False,True,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,6000000.0,6000.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
800.0,2.0,2.0,2.0,2.0,4700000.0,5875.0,400.0,1.0,False,False,True,False,False,False,True,False,False,True
750.0,2.0,2.0,2.0,2.0,6000000.0,8000.0,375.0,1.0,False,False,True,False,False,False,True,False,False,True
625.0,3.0,3.0,2.0,3.0,6200000.0,9920.0,208.33333333333334,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
1188.0,2.0,2.0,2.0,2.0,6500000.0,5471.380471380471,594.0,1.0,False,False,True,False,False,False,True,False,False,False
750.0,2.0,2.0,2.0,2.0,4800000.0,6400.0,375.0,1.0,False,False,True,False,False,False,True,False,False,True
730.0,2.0,2.0,2.0,1.0,3250000.0,4452.054794520548,365.0,1.0,False,False,True,False,False,False,True,False,False,True
2275.0,4.0,4.0,2.0,3.0,17000000.0,7472.527472527472,568.75,0.5,False,False,True,False,False,False,True,False,True,False
2200.0,4.0,4.0,2.0,2.0,6659999.999999999,3027.272727272727,550.0,0.5,False,False,True,False,False,False,True,False,True,False
1365.0,2.0,2.0,2.0,2.0,4129999.9999999995,3025.6410256410254,682.5,1.0,False,False,True,False,False,False,True,False,False,False
775.0,2.0,2.0,2.0,2.0,2400000.0,3096.7741935483873,387.5,1.0,False,False,True,False,False,False,True,False,False,True
1250.0,2.0,2.0,2.0,2.0,3879999.9999999995,3103.9999999999995,625.0,1.0,False,False,True,False,False,False,True,False,False,True
1351.0,3.0,3.0,2.0,2.0,4730000.0,3501.1102886750555,450.3333333333333,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
2300.0,5.0,5.0,2.0,2.0,18000000.0,7826.086956521739,460.0,0.4,False,False,True,False,False,False,True,False,False,True
1700.0,3.0,3.0,2.0,3.0,13700000.000000002,8058.823529411766,566.6666666666666,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
658.0,1.0,1.0,2.0,2.0,1750000.0,2659.574468085106,658.0,2.0,False,False,True,False,False,False,True,False,False,True
995.0,4.0,4.0,2.0,3.0,12000000.0,12060.301507537688,248.75,0.5,False,False,True,False,False,False,False,True,False,True
1750.0,3.0,3.0,2.0,2.0,9500000.0,5428.571428571428,583.3333333333334,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
868.0,2.0,2.0,2.0,2.0,2700000.0,3110.599078341014,434.0,1.0,False,False,True,False,False,False,True,False,False,True
2560.0,7.0,7.0,2.0,2.0,7740000.000000001,3023.4375000000005,365.7142857142857,0.2857142857142857,False,False,True,False,False,False,True,False,True,False
970.0,3.0,3.0,2.0,3.0,3400000.0,3505.1546391752577,323.3333333333333,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
1900.0,2.0,2.0,2.0,2.0,27500000.0,14473.684210526315,950.0,1.0,False,False,True,False,False,False,True,False,False,True
750.0,3.0,3.0,2.0,2.0,8500000.0,11333.333333333334,250.0,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
2700.0,4.0,4.0,2.0,7.0,22500000.0,8333.333333333334,675.0,0.5,False,False,True,False,False,False,True,False,False,False
760.0,2.0,2.0,2.0,2.0,3600000.0,4736.8421052631575,380.0,1.0,False,False,True,False,False,False,True,False,True,False
525.0,1.0,1.0,2.0,2.0,1700000.0,3238.095238095238,525.0,2.0,False,False,True,False,False,False,True,False,False,True
500.0,1.0,1.0,2.0,2.0,1700000.0,3400.0,500.0,2.0,False,False,True,False,False,False,True,False,False,True
1100.0,3.0,3.0,2.0,2.0,13000000.0,11818.181818181818,366.6666666666667,0.6666666666666666,False,False,True,False,False,False,True,False,False,False
1200.0,4.0,4.0,2.0,2.0,4000000.0,3333.3333333333335,300.0,0.5,False,False,True,False,False,False,True,False,False,True
1027.0,4.0,4.0,2.0,2.0,3110000.0,3028.2375851996103,256.75,0.5,False,False,True,False,False,False,True,False,False,True
1351.0,3.0,3.0,2.0,2.0,7000000.0,5181.347150259067,450.3333333333333,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
600.0,1.0,1.0,2.0,2.0,2750000.0,4583.333333333333,600.0,2.0,False,False,True,False,False,False,True,False,False,True
595.0,1.0,1.0,2.0,2.0,2400000.0,4033.6134453781515,595.0,2.0,False,False,True,False,False,False,True,False,False,True
875.0,2.0,2.0,2.0,2.0,3760000.0,4297.142857142857,437.5,1.0,False,False,True,False,False,False,True,False,True,False
1500.0,4.0,4.0,2.0,2.0,4540000.0,3026.6666666666665,375.0,0.5,False,False,True,False,False,False,True,False,True,False
3200.0,2.0,2.0,2.0,2.0,12800000.0,4000.0,1600.0,1.0,False,False,True,False,False,False,True,False,False,True
800.0,2.0,2.0,2.0,2.0,4400000.0,5500.0,400.0,1.0,False,False,True,False,False,False,True,False,False,True
960.0,2.0,2.0,2.0,2.0,5500000.0,5729.166666666667,480.0,1.0,False,False,True,False,False,False,True,False,True,False
800.0,2.0,2.0,2.0,2.0,9500000.0,11875.0,400.0,1.0,False,False,True,False,False,False,True,False,False,True
900.0,2.0,2.0,2.0,2.0,2700000.0,3000.0,450.0,1.0,False,False,False,False,True,False,True,False,False,True
1744.0,2.0,2.0,2.0,2.0,22700000.0,13016.055045871559,872.0,1.0,False,False,True,False,False,False,True,False,False,True
2150.0,3.0,3.0,4.0,4.0,16500000.0,7674.418604651163,716.6666666666666,1.3333333333333333,False,False,True,False,False,False,True,False,True,False
1350.0,2.0,2.0,2.0,2.0,9200000.0,6814.814814814815,675.0,1.0,False,False,True,False,False,False,True,False,False,True
991.0,2.0,2.0,2.0,2.0,6500000.0,6559.031281533804,495.5,1.0,False,False,True,False,False,False,True,False,False,False
1300.0,3.0,3.0,2.0,3.0,6600000.0,5076.923076923077,433.3333333333333,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
750.0,3.0,3.0,2.0,3.0,9000000.0,12000.0,250.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
2430.0,2.0,2.0,2.0,2.0,4800000.0,1975.3086419753085,1215.0,1.0,True,False,False,False,False,False,True,False,False,True
777.0,2.0,2.0,2.0,2.0,4400000.0,5662.805662805663,388.5,1.0,False,False,True,False,False,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,2500000.0,2500.0,500.0,1.0,False,False,False,False,False,True,True,False,False,True
1090.0,2.0,2.0,2.0,2.0,3479999.9999999995,3192.660550458715,545.0,1.0,False,False,True,False,False,False,True,False,False,True
1350.0,4.0,4.0,2.0,2.0,5500000.0,4074.074074074074,337.5,0.5,False,False,True,False,False,False,True,False,True,False
600.0,2.0,2.0,2.0,2.0,2400000.0,4000.0,300.0,1.0,False,False,True,False,False,False,True,False,True,False
1350.0,3.0,3.0,2.0,2.0,6200000.0,4592.592592592592,450.0,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
1260.0,3.0,3.0,2.0,2.0,9000000.0,7142.857142857143,420.0,0.6666666666666666,False,False,True,False,False,False,False,True,True,False
2400.0,3.0,3.0,2.0,2.0,19000000.0,7916.666666666667,800.0,0.6666666666666666,False,False,True,False,False,False,False,True,True,False
3000.0,7.0,7.0,2.0,2.0,9080000.0,3026.6666666666665,428.57142857142856,0.2857142857142857,False,False,True,False,False,False,True,False,True,False
1163.0,2.0,2.0,2.0,2.0,3610000.0,3104.041272570937,581.5,1.0,False,False,True,False,False,False,True,False,False,True
2400.0,4.0,4.0,2.0,2.0,7259999.999999999,3024.9999999999995,600.0,0.5,False,False,True,False,False,False,True,False,True,False
1520.0,3.0,3.0,2.0,2.0,4600000.0,3026.315789473684,506.6666666666667,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
800.0,2.0,2.0,2.0,2.0,2420000.0,3025.0,400.0,1.0,False,False,True,False,False,False,True,False,False,True
650.0,1.0,1.0,2.0,2.0,2280000.0,3507.6923076923076,650.0,2.0,False,False,True,False,False,False,True,False,True,False
480.0,1.0,1.0,2.0,2.0,1200000.0,2500.0,480.0,2.0,False,False,True,False,False,False,True,False,True,False
1211.0,2.0,2.0,2.0,2.0,3750000.0,3096.614368290669,605.5,1.0,False,False,True,False,False,False,True,False,False,True
1200.0,2.0,2.0,2.0,2.0,3720000.0000000005,3100.0000000000005,600.0,1.0,False,False,True,False,False,False,True,False,False,True
1551.0,3.0,3.0,2.0,2.0,11600000.0,7479.045776918118,517.0,0.6666666666666666,False,False,False,False,False,False,True,False,False,False
1800.0,2.0,2.0,2.0,2.0,13600000.000000002,7555.555555555557,900.0,1.0,False,False,True,False,False,False,True,False,False,True
800.0,2.0,2.0,2.0,2.0,4000000.0,5000.0,400.0,1.0,False,False,True,False,False,False,True,False,False,True
1240.0,3.0,3.0,2.0,2.0,5000000.0,4032.2580645161293,413.3333333333333,0.6666666666666666,False,False,True,False,False,False,True,False,False,False
840.0,2.0,2.0,2.0,2.0,3679999.9999999995,4380.952380952381,420.0,1.0,False,False,True,False,False,False,True,False,True,False
1750.0,4.0,4.0,2.0,2.0,5290000.0,3022.8571428571427,437.5,0.5,False,False,True,False,False,False,True,False,False,True
2200.0,6.0,6.0,2.0,2.0,6659999.999999999,3027.272727272727,366.6666666666667,0.3333333333333333,False,False,True,False,False,False,True,False,True,False
909.0,2.0,2.0,2.0,2.0,3180000.0,3498.3498349834986,454.5,1.0,False,False,True,False,False,False,True,False,False,True
900.0,2.0,2.0,2.0,2.0,2720000.0,3022.222222222222,450.0,1.0,False,False,True,False,False,False,False,True,False,True
575.0,2.0,2.0,2.0,2.0,2010000.0000000002,3495.652173913044,287.5,1.0,False,False,True,False,False,False,True,False,False,True
800.0,3.0,3.0,2.0,2.0,4840000.0,6050.0,266.6666666666667,0.6666666666666666,False,False,True,False,False,False,True,False,False,False
1700.0,3.0,3.0,2.0,2.0,5140000.0,3023.529411764706,566.6666666666666,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
4000.0,5.0,5.0,2.0,2.0,40000000.0,10000.0,800.0,0.4,False,False,True,False,False,False,False,True,False,False
1000.0,2.0,2.0,2.0,2.0,12000000.0,12000.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
800.0,2.0,2.0,2.0,2.0,3200000.0,4000.0,400.0,1.0,False,False,True,False,False,False,True,False,False,True
550.0,1.0,1.0,2.0,2.0,2400000.0,4363.636363636364,550.0,2.0,False,False,True,False,False,False,True,False,True,False
850.0,2.0,2.0,2.0,2.0,2600000.0,3058.823529411765,425.0,1.0,False,False,True,False,False,False,True,False,True,False
1620.0,3.0,3.0,2.0,3.0,11000000.0,6790.123456790124,540.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
1175.0,2.0,2.0,2.0,2.0,6830000.0,5812.765957446809,587.5,1.0,False,False,True,False,False,False,True,False,False,True
1500.0,3.0,3.0,2.0,4.0,22500000.0,15000.0,500.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
807.0,3.0,3.0,2.0,2.0,5500000.0,6815.365551425031,269.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
945.0,2.0,2.0,2.0,2.0,2900000.0,3068.7830687830688,472.5,1.0,False,False,True,False,False,False,True,False,True,False
462.0,2.0,2.0,2.0,2.0,4100000.0,8874.458874458875,231.0,1.0,False,False,True,False,False,False,True,False,False,True
1600.0,3.0,3.0,2.0,2.0,12500000.0,7812.5,533.3333333333334,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
1456.0,3.0,3.0,2.0,2.0,23500000.0,16140.10989010989,485.3333333333333,0.6666666666666666,False,False,True,False,False,False,False,False,False,True
900.0,2.0,2.0,2.0,2.0,3600000.0,4000.0,450.0,1.0,False,False,True,False,False,False,True,False,True,False
715.0,2.0,2.0,2.0,2.0,6000000.0,8391.608391608392,357.5,1.0,False,False,True,False,False,False,True,False,False,True
1580.0,3.0,3.0,2.0,3.0,9300000.0,5886.0759493670885,526.6666666666666,0.6666666666666666,False,False,True,False,False,False,False,False,False,False
1000.0,2.0,2.0,2.0,2.0,4500000.0,4500.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
1550.0,2.0,2.0,2.0,2.0,7500000.0,4838.709677419355,775.0,1.0,False,False,True,False,False,False,True,False,False,True
1350.0,3.0,3.0,2.0,3.0,5300000.0,3925.925925925926,450.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
550.0,3.0,3.0,2.0,2.0,4700000.0,8545.454545454546,183.33333333333334,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
1000.0,2.0,2.0,2.0,2.0,4750000.0,4750.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
1500.0,3.0,3.0,2.0,3.0,6500000.0,4333.333333333333,500.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
675.0,2.0,2.0,2.0,2.0,3000000.0,4444.444444444444,337.5,1.0,False,False,True,False,False,False,True,False,False,True
1200.0,2.0,2.0,2.0,2.0,6800000.0,5666.666666666667,600.0,1.0,False,False,True,False,False,False,True,False,False,True
850.0,2.0,2.0,2.0,2.0,2600000.0,3058.823529411765,425.0,1.0,False,False,True,False,False,False,True,False,False,False
1080.0,3.0,3.0,2.0,2.0,3500000.0,3240.740740740741,360.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
1375.0,2.0,2.0,2.0,2.0,7550000.0,5490.909090909091,687.5,1.0,False,False,True,False,False,False,True,False,False,True
1500.0,3.0,3.0,2.0,3.0,8000000.0,5333.333333333333,500.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,False
1320.0,2.0,2.0,2.0,2.0,6000000.0,4545.454545454545,660.0,1.0,False,False,True,False,False,False,True,False,False,True
1100.0,2.0,2.0,2.0,2.0,4600000.0,4181.818181818182,550.0,1.0,False,False,True,False,False,False,True,False,False,True
2000.0,3.0,3.0,2.0,3.0,12100000.0,6050.0,666.6666666666666,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
2090.0,2.0,2.0,2.0,2.0,14500000.0,6937.799043062201,1045.0,1.0,True,False,False,False,False,False,True,False,False,True
809.0,2.0,2.0,2.0,2.0,2100000.0,2595.797280593325,404.5,1.0,False,False,True,False,False,False,True,False,False,True
570.0,1.0,1.0,2.0,2.0,3300000.0,5789.473684210527,570.0,2.0,False,False,True,False,False,False,True,False,False,True
600.0,2.0,2.0,2.0,2.0,1739999.9999999998,2899.9999999999995,300.0,1.0,False,False,True,False,False,False,True,False,False,True
1125.0,2.0,2.0,2.0,2.0,4000000.0,3555.5555555555557,562.5,1.0,False,False,True,False,False,False,True,False,False,True
1100.0,2.0,2.0,2.0,2.0,3500000.0,3181.818181818182,550.0,1.0,False,False,True,False,False,False,True,False,False,True
1125.0,2.0,2.0,2.0,2.0,3500000.0,3111.1111111111113,562.5,1.0,False,False,True,False,False,False,True,False,True,False
775.0,2.0,2.0,2.0,2.0,4400000.0,5677.419354838709,387.5,1.0,False,False,True,False,False,False,True,False,False,True
550.0,1.0,1.0,2.0,2.0,1440000.0,2618.181818181818,550.0,2.0,False,False,True,False,False,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,8000000.0,8000.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
550.0,2.0,2.0,2.0,2.0,4000000.0,7272.727272727273,275.0,1.0,False,False,True,False,False,False,True,False,False,True
3507.0,4.0,4.0,2.0,3.0,38500000.0,10978.043912175648,876.75,0.5,False,False,True,False,False,False,True,False,False,True
750.0,3.0,3.0,2.0,3.0,6050000.0,8066.666666666667,250.0,0.6666666666666666,False,False,False,False,False,True,True,False,True,False
800.0,2.0,2.0,2.0,2.0,4400000.0,5500.0,400.0,1.0,False,False,True,False,False,False,True,False,False,True
500.0,1.0,1.0,2.0,1.0,2800000.0,5600.0,500.0,2.0,False,False,True,False,False,False,True,False,True,False
1271.0,2.0,2.0,2.0,2.0,7700000.0,6058.221872541306,635.5,1.0,False,False,True,False,False,False,True,False,False,True
1440.0,5.0,5.0,2.0,4.0,9000000.0,6250.0,288.0,0.4,False,False,True,False,False,False,True,False,True,False
1033.0,2.0,2.0,2.0,2.0,4500000.0,4356.243949661181,516.5,1.0,False,False,True,False,False,False,True,False,False,True
1000.0,2.0,2.0,2.0,2.0,2800000.0,2800.0,500.0,1.0,False,False,True,False,False,False,True,False,False,True
1800.0,2.0,2.0,2.0,2.0,13500000.0,7500.0,900.0,1.0,False,False,True,False,False,False,True,False,False,True
2100.0,3.0,3.0,2.0,3.0,13000000.0,6190.476190476191,700.0,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
1500.0,3.0,3.0,2.0,3.0,7700000.0,5133.333333333333,500.0,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
700.0,2.0,2.0,2.0,2.0,2500000.0,3571.4285714285716,350.0,1.0,False,False,True,False,False,False,True,False,False,True
750.0,2.0,2.0,2.0,2.0,10000000.0,13333.333333333334,375.0,1.0,False,False,True,False,False,False,True,False,False,True
668.0,2.0,2.0,2.0,2.0,6500000.0,9730.538922155689,334.0,1.0,False,False,True,False,False,False,True,False,True,False
1117.0,2.0,2.0,2.0,2.0,3800000.0,3401.969561324978,558.5,1.0,False,False,True,False,False,False,True,False,False,True
1360.0,3.0,3.0,2.0,2.0,9100000.0,6691.176470588235,453.3333333333333,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
425.0,1.0,1.0,2.0,1.0,1400000.0,3294.1176470588234,425.0,2.0,False,False,True,False,False,False,True,False,False,True
4000.0,5.0,5.0,2.0,6.0,25000000.0,6250.0,800.0,0.4,False,False,True,False,False,False,False,True,False,True
975.0,2.0,2.0,2.0,2.0,4500000.0,4615.384615384615,487.5,1.0,False,False,False,False,False,False,False,False,False,False
520.0,1.0,1.0,2.0,1.0,2900000.0,5576.923076923077,520.0,2.0,False,False,True,False,False,False,True,False,False,False
750.0,2.0,2.0,2.0,2.0,3500000.0,4666.666666666667,375.0,1.0,False,False,True,False,False,False,True,False,True,False
5400.0,5.0,5.0,2.0,5.0,30000000.0,5555.555555555556,1080.0,0.4,False,False,True,False,False,False,False,True,False,False
1200.0,2.0,2.0,2.0,2.0,5000000.0,4166.666666666667,600.0,1.0,False,False,False,True,False,False,True,False,False,True
1200.0,2.0,2.0,2.0,2.0,9200000.0,7666.666666666667,600.0,1.0,False,False,True,False,False,False,True,False,False,False
1610.0,3.0,3.0,2.0,3.0,22000000.0,13664.596273291925,536.6666666666666,0.6666666666666666,False,False,True,False,False,False,True,False,True,False
600.0,2.0,2.0,2.0,2.0,2350000.0,3916.6666666666665,300.0,1.0,False,False,True,False,False,False,True,False,True,False
1500.0,2.0,2.0,2.0,2.0,7500000.0,5000.0,750.0,1.0,False,False,True,False,False,False,True,False,False,True
1100.0,2.0,2.0,2.0,2.0,2000000.0,1818.1818181818182,550.0,1.0,False,True,False,False,False,False,True,False,False,True
1485.0,3.0,3.0,2.0,3.0,4500000.0,3030.3030303030305,495.0,0.6666666666666666,False,False,True,False,False,False,True,False,False,True
2205.0,3.0,3.0,2.0,2.0,12100000.0,5487.528344671202,735.0,0.6666666666666666,False,False,True,False,False,False,False,True,False,True
600.0,1.0,1.0,2.0,2.0,2500000.0,4166.666666666667,600.0,2.0,False,False,True,False,False,False,True,False,False,True
1000.0,3.0,3.0,2.0,2.0,14000000.0,14000.0,333.3333333333333,0.6666666666666666,False,False,True,False,False,False,False,True,False,False
750.0,2.0,2.0,2.0,2.0,3300000.0,4400.0,375.0,1.0,False,False,True,False,False,False,True,False,False,True
954.0,2.0,2.0,2.0,2.0,4500000.0,4716.981132075472,477.0,1.0,False,False,False,True,False,False,True,False,False,True
