price,area,bedrooms,bathrooms,location,bhk,property_type,furnishing,balcony
₹1 Cr,606,1,,"1 BHK Flat  for Sale in  Laabham Residency, Laabham Residency, Pipaliyahana, Indore",1,,Unfurnished,1
₹3.28 Cr,5055,,,Land for Sale in Rau Road Indore,,,,
₹17 Lac,525,,,Plot/Land for Sale in Paliya Indore,,,,
₹35 Lac,1000,2,,"2 BHK Flat  for Sale in  Khatiwala Tank, Indore",2,,Unfurnished,
₹75 Lac,1495,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹93 Lac,600,3,,3 BHK  House for Sale in Sudama Nagar Indore,3,House,Unfurnished,
₹75 Lac,1000,2,,"2 BHK Flat  for Sale in  Maple Woods, Maple Woods, Piplya Kumar, Indore",2,,Unfurnished,2
₹16 Lac,600,1,,"1 BHK Flat  for Sale in  Rau Road, Indore",1,,Unfurnished,
₹1.30 Cr,3000,3,,"3 BHK Villa for Sale in Ansals Town, Talawali Chanda Indore",3,Villa,Unfurnished,3
₹22 Lac,500,1,,"1 BHK Flat  for Sale in  Sukhliya Gram, Indore",1,,Furnished,
₹1.35 Cr,2400,,,Plot/Land for Sale in DLF Garden City Indore,,,,
₹35 Lac,1140,2,,"2 BHK Flat  for Sale in  Sterling Skyline, Sterling Skyline, Bicholi Mardana, Indore",2,Apartment,Semi-Furnished,2
₹77.4 Lac,645,,,"Office Space for Sale in New Race Course Business Park, Bhawrasla Indore",,,,
₹45 Lac,700,2,,"2 BHK Flat  for Sale in  Rabab Mazil, Rabab Mazil, Manikbagh, Indore",2,,Furnished,3
₹75 Lac,500,4,,4 BHK  House for Sale in Nehru Nagar Indore,4,House,Furnished,
₹10 Lac,778,,,Plot/Land for Sale in Depalpur Indore,,,,
₹60 Lac,1100,,,Plot/Land for Sale in Palakhedi Indore,,,,
₹19.5 Lac,622,1,,"1 BHK Flat  for Sale in  Sarthak Estate Galaxy, Sarthak Estate Galaxy, Rau, Indore",1,,Semi-Furnished,1
₹12 Lac,418,,,Plot/Land for Sale in padam park Indore,,,,
₹45 Lac,900,2,,"2 BHK Flat  for Sale in  Regency Avenue, Regency Avenue, Shri Nagar, Indore",2,,Furnished,2
₹12 Lac,600,,,"Plot/Land for Sale in New Star City, Indore Bypass Road Indore",,,,
₹3.90 Cr,15000,,,Industrial Land for Sale in Confectionery Industrial Area - Rau Rangwasa Indore,,,,
₹62 Lac,,,,"Plot/Land for Sale in Singapore Green View Premium, AB Road Indore",,,,
₹1 Cr,2000,4,,"4 BHK  House for Sale in Treasure Fantasy, Rau Road Indore",4,House,Furnished,3
₹3.80 Cr,40000,,,Agricultural Land for Sale in Ralamandal Indore,,,,
₹15 Cr,58000,,,Agricultural Land for Sale in Rau Road Indore,,,,
₹38 Lac,750,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,2
₹25 Lac,160,,,Shop for Sale in Khajuri Bazar Indore,,,,
₹50 Lac,1130,,,"Plot/Land for Sale in MGR Princes Hilltop, Sanwer Road Indore",,,,
₹1.90 Cr,1750,4,,4 BHK  House for Sale in Veena Nagar Indore,4,House,Unfurnished,
₹28.5 Lac,440,1,,1 BHK  House for Sale in Rau Road Indore,1,House,Unfurnished,1
₹1.25 Cr,2700,2,,2 BHK Farm House for Sale in Tejaji Nagar Indore,2,House,Furnished,
₹3.50 Cr,12500,,,"Land for Sale in Amrapali Modern City Plots, Rau Pithampur Road Indore",,,,
₹4.25 Cr,1250,,,Showroom for Sale in M T Cloth Market Indore,,,,
₹40 Lac,750,,,Plot/Land for Sale in Mundlanayta Indore,,,,
₹1.60 Cr,3600,,,Showroom for Sale in Pagnis Paga Indore,,,,
₹72 Lac,1200,3,,3 BHK  House for Sale in Bicholi Mardana Indore,3,House,Semi-Furnished,3
₹3 Cr,3260,3,,3 BHK  House for Sale in HIG Colony Indore,3,House,Unfurnished,
₹2.25 Cr,4965,,,Land for Sale in AB Road Indore,,,,
₹55 Lac,850,2,,2 BHK Flat  for Sale in   Indore,2,,Furnished,1
₹11 Lac,390,1,,1 BHK Flat  for Sale in   Indore,1,,Unfurnished,
₹4 Cr,,,,Agricultural Land for Sale in Khandwa Road Indore,,,,
₹14.5 Lac,1000,,,Plot/Land for Sale in Palakhedi Indore,,,,
₹30 Lac,2000,,,"Plot/Land for Sale in Ricon City, Khandwa Road Indore",,,,
₹1.90 Cr,2300,3,,3 BHK  House for Sale in Mahalaxmi Nagar Indore,3,House,Furnished,
₹41 Lac,210,,,"Shop for Sale in Treasure Fantasy, Rau Road Indore",,,,
₹1.85 Cr,1400,5,2,"5 BHK  House for Sale in Shri Krishna Avenue Phase 2, Limbodi Indore",5,House,Furnished,6
₹21 Lac,550,1,,"1 BHK Flat  for Sale in  Nipania, Indore",1,,Semi-Furnished,
₹23.3 Lac,600,,,Plot/Land for Sale in Rau Road Indore,,,,
₹2.25 Cr,5000,,,Plot/Land for Sale in Mhow Indore,,,,
₹50 Lac,1076,,,Warehouse/ Godown for Sale in Rajwada Indore,,,,
₹17 Lac,4000,,,Agricultural Land for Sale in Khandwa Road Indore,,,,
₹37 Lac,817,2,,"2 BHK Flat  for Sale in  Sarthak Singapore Green View Plots, Sarthak Singapore Green View Plots, Dream City, Indore",2,,Semi-Furnished,2
₹13.5 Lac,580,1,,1 BHK Flat  for Sale in   Indore,1,,Furnished,
₹70 Lac,1500,,,"Plot/Land for Sale in Empire heritage, Devguradia Indore",,,,
₹1.40 Cr,1600,3,,"3 BHK  House for Sale in Sunil Sanjana Park, AB Road Indore",3,House,Semi-Furnished,
₹1.30 Cr,1000,3,,"3 BHK  House for Sale in Treasure Vihar, Bijalpur Indore",3,House,Unfurnished,
₹80 Lac,1646,3,,"3 BHK Flat  for Sale in  Talawali Chanda, Indore",3,,Semi-Furnished,3
₹1 Cr,1000,3,,3 BHK  House for Sale in MR 9 Road Anil Nagar Indore,3,House,Unfurnished,3
₹68 Lac,1000,2,,2 BHK  House for Sale in Manglia Indore,2,House,Unfurnished,
₹75 Lac,3000,8,,8 BHK Villa for Sale in Neaqr To Airport Indore,8,Villa,Furnished,4
₹40 Lac,1250,3,,"3 BHK Flat  for Sale in  Silicon City, Indore",3,,Unfurnished,
₹70 Lac,675,3,,3 BHK  House for Sale in Devguradia Indore,3,House,Semi-Furnished,4
₹35 Lac,1000,2,,"2 BHK Flat  for Sale in  Juni Indore, Indore",2,Apartment,Unfurnished,2
₹3 Cr,1965,,,Land for Sale in Vijay Nagar Indore,,,,
₹35 Cr,98000,,,Land for Sale in AB Road Indore,,,,
₹45 Lac,550,2,,2 BHK  House for Sale in Devguradia Indore,2,House,Furnished,3
₹88 Lac,1100,,,Office Space for Sale in Super Corridor Indore,,,,
₹32 Lac,1000,,,"Plot/Land for Sale in Jrpl Garden City, Palakhedi Indore",,,,
₹24 Lac,755,2,,"2 BHK Flat  for Sale in  Vidya Nagar, Indore",2,Apartment,Semi-Furnished,
₹4 Cr,,,,Agricultural Land for Sale in Chauhan Khedi Indore,,,,
₹28 Lac,850,2,,"2 BHK Flat  for Sale in  Bicholi Mardana, Indore",2,,Unfurnished,
₹1.50 Cr,2000,3,,3 BHK  House for Sale in Singapore Township Indore,3,House,Furnished,
₹80 Lac,750,3,,3 BHK  House for Sale in Nipania Indore,3,House,Semi-Furnished,3
₹77.8 Lac,639,,,"Office in IT Park/ SEZ for Sale in Scape IT Park, Super Corridor Indore",,,,
₹10.1 Lac,840,,,Plot/Land for Sale in Mhow Indore,,,,
₹1.65 Cr,1200,10,,> 10 BHK  House for Sale in Mhow Indore,10,House,Semi-Furnished,
₹80 Lac,750,2,,2 BHK  House for Sale in Sampath Hills Indore,2,House,Semi-Furnished,3
₹51 Lac,,,,"Plot/Land for Sale in Omaxe II, Manglia Bypass Indore",,,,
₹6 Cr,9200,6,,6 BHK  House for Sale in Countywalk Indore,6,House,Unfurnished,7
₹1.25 Cr,1600,3,,3 BHK  House for Sale in Sanjana Park Indore,3,House,Unfurnished,2
₹25 Lac,2100,10,,> 10 BHK  House for Sale in Janta Colony Indore,10,House,Unfurnished,
₹46.2 Lac,1100,,,Plot/Land for Sale in Pumarth Park near acropolis college Indore,,,,
₹48 Lac,1200,,,"Plot/Land for Sale in Sai Gold City, Arandia Indore",,,,
₹30 Lac,800,,,Plot/Land for Sale in Ujjain Road Pologround Industrial Estate Indore,,,,
₹65 Lac,1552,3,,"3 BHK Flat  for Sale in  Shubh Labh Tirumala Town, Shubh Labh Tirumala Town, Chhota Bangarda, Indore",3,,Semi-Furnished,3
₹45 Lac,900,2,,2 BHK Flat  for Sale in   Indore,2,Apartment,Semi-Furnished,
₹13 Lac,1000,,,Plot/Land for Sale in dhan residency Indore,,,,
₹85 Lac,967,2,,2 BHK  House for Sale in Agrasen Nagar Indore,2,House,Semi-Furnished,
₹7.01 Cr,4800,6,,6 BHK Villa for Sale in Sapna Sangeeta Road Indore,6,Villa,Semi-Furnished,6
₹50 Lac,1000,,,Office Space for Sale in Usha Nagar Indore,,,,
₹55 Lac,750,,,Plot/Land for Sale in Lasudia Mori Indore,,,,
₹85 Lac,950,,,Plot/Land for Sale in shree siddhivinayak residency  reti mandi square Indore,,,,
₹50 Lac,1500,,,Plot/Land for Sale in Nyay Nagar Extension Indore,,,,
₹47 Lac,1000,,,Plot/Land for Sale in Samarth Premium Indore,,,,
₹2 Cr,1800,4,,4 BHK  House for Sale in Mig Colony Indore,4,House,Semi-Furnished,
₹1.35 Cr,5000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹18 Lac,900,,,Plot/Land for Sale in Simrol Indore,,,,
₹16 Lac,675,,,Plot/Land for Sale in Pithampur Indore,,,,
₹1.50 Cr,1600,3,,3 BHK Villa for Sale in Brijeshwari extension Indore,3,Villa,Semi-Furnished,4
₹30.4 Lac,800,,,Plot/Land for Sale in the residence park- Indore,,,,
₹87 Lac,265,,,"Showroom for Sale in Apollo Tower, Mahatma Gandhi Road Indore",,,,
₹35 Lac,1100,2,,"2 BHK Flat  for Sale in  Silicon City, Indore",2,,Unfurnished,
₹3.90 Cr,4000,,,Industrial Land for Sale in Pardesipura Indore,,,,
₹45 Lac,1150,2,,"2 BHK Flat  for Sale in  Divya Vihar, Divya Vihar, Ujjain Road Pologround Industrial Estate, Indore",2,,Semi-Furnished,2
₹26.5 Lac,884,,,Land for Sale in Paliya Indore,,,,
₹76 Lac,946,2,,"2 BHK Flat  for Sale in  Sakar Residency, Sakar Residency, Vijay Nagar, Indore",2,,Furnished,2
₹50 Lac,1000,,,Plot/Land for Sale in SANSKRUTI ROYAL CITY SECTOR B  Indore,,,,
₹38 Lac,775,2,,"2 BHK Flat  for Sale in  Telephone Nagar, Indore",2,,Furnished,
₹85 Lac,1289,2,,"2 BHK Flat  for Sale in  THE EMPRESS, THE EMPRESS, Nipania, Indore",2,,Semi-Furnished,2
₹2.10 Cr,,,,Agricultural Land for Sale in Vijay Nagar Indore,,,,
₹35 Lac,517,,,Office Space for Sale in Airport Road Indore,,,,
₹27 Lac,608,2,,"2 BHK Flat  for Sale in  IMC Palash Parisar , IMC Palash Parisar, Rau Pithampur Road, Indore",2,,Unfurnished,2
₹1 Cr,2080,,,Plot/Land for Sale in Mount Burg Township Indore,,,,
₹38.5 Lac,1000,,,Plot/Land for Sale in Rau Pithampur Road Indore,,,,
₹61 Lac,1000,,,Plot/Land for Sale in Dewas Naka Indore,,,,
₹28 Lac,1000,2,,"2 BHK Flat  for Sale in  New Loha Mandi, Indore",2,Apartment,Unfurnished,2
₹80 Lac,650,5,,5 BHK  House for Sale in Dwarkapuri Indore,5,House,Furnished,4
₹32 Lac,600,1,,1 BHK  House for Sale in endivisualhouse Indore,1,House,Unfurnished,2
₹65 Lac,1550,3,,"3 BHK Flat  for Sale in  AB Road, Indore",3,,Furnished,
₹20 Lac,3000,,,Plot/Land for Sale in Indore Bypass Road Indore,,,,
₹2.05 Cr,1900,4,,4 BHK Villa for Sale in Scheme No 94 Indore,4,Villa,Furnished,4
₹1.10 Cr,1200,,,Plot/Land for Sale in Eastern Ring Road Indore,,,,
₹5.60 Cr,760,,,Land for Sale in dhangali behind sarafa Indore,,,,
₹1.40 Cr,1800,4,,"4 BHK Villa for Sale in Malwa County, AB Road Indore",4,Villa,Unfurnished,4
₹85 Lac,700,2,,2 BHK  House for Sale in Nipania Indore,2,House,Semi-Furnished,2
₹56 Lac,1025,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹85 Lac,1750,2,,"2 BHK Villa for Sale in Malwa County, AB Road Indore",2,Villa,Unfurnished,
₹32 Lac,800,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹48 Lac,1100,2,,"2 BHK Flat  for Sale in  Alok Nagar, Indore",2,,Furnished,2
₹90 Lac,2000,3,,"3 BHK Flat  for Sale in  Shiv Murti Nagar, Indore",3,,Semi-Furnished,3
₹5.50 Cr,450,,,Showroom for Sale in Jail Road Indore,,,,
₹6.55 Cr,2620,,,Showroom for Sale in GRM BUSSINESS PARK at Super corridor indore mp Indore,,,,
₹28 Lac,780,2,,"2 BHK Flat  for Sale in  IMC Palash Parisar 1 , IMC Palash Parisar 1, Indore Bypass Road, Indore",2,,Semi-Furnished,2
₹65 Lac,1100,,,"Plot/Land for Sale in Premium Park Colony, Premium Park Colony Indore",,,,
₹45 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹40.5 Lac,900,,,Plot/Land for Sale in Umariya Indore,,,,
₹65 Lac,,,,Plot/Land for Sale in Kalandi Mid Town Indore,,,,
₹32 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹40 Lac,914,2,,"2 BHK Flat  for Sale in  Laabham Residency, Laabham Residency, Scheme No 140, Indore",2,,Semi-Furnished,2
₹1.32 Cr,1200,3,,"3 BHK Flat  for Sale in  Grande Exotica, Grande Exotica, Bicholi Mardana, Indore",3,,Semi-Furnished,2
₹70 Lac,1500,,,"Plot/Land for Sale in Malwa County, AB Road Indore",,,,
₹1.25 Cr,2500,5,,5 BHK  House for Sale in Bicholi Mardana Indore,5,House,Furnished,
₹15 Lac,142,,,Office Space for Sale in Vijay Nagar Indore,,,,
₹24 Lac,600,,,Plot/Land for Sale in Rau Road Indore,,,,
₹1.15 Cr,2400,3,,3 BHK  House for Sale in Mahalaxmi Nagar Indore,3,House,Furnished,3
₹1.20 Cr,2045,,,Warehouse/ Godown for Sale in Mhow Indore,,,,
₹30 Lac,1070,2,,"2 BHK Flat  for Sale in  Shriji Valley, Shriji Valley, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹35 Lac,455,,,Office Space for Sale in Sapna Sangeeta Road Indore,,,,
₹11.3 Lac,750,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹1 Cr,690,2,,"2 BHK Flat  for Sale in  Milan Heights, Milan Heights, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹6.80 Cr,,,,Plot/Land for Sale in Scheme No. 74 Indore,,,,
₹27 Lac,1060,2,,"2 BHK Flat  for Sale in  Space Park, Space Park, Mahalakshmi Nagar, Indore",2,,Semi-Furnished,2
₹91.2 Lac,2400,,,Plot/Land for Sale in Singapore Township Indore,,,,
₹57.6 Lac,1200,,,Plot/Land for Sale in Gyanshila Township Indore,,,,
₹41 Lac,1000,,,Plot/Land for Sale in Manglia Bypass Indore,,,,
₹24 Lac,1100,,,Plot/Land for Sale in sakar real life platinum Indore,,,,
₹1.20 Cr,2196,,,Plot/Land for Sale in Sahakar Nagar Indore,,,,
₹10.7 Lac,600,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹65 Lac,529,,,"Office Space for Sale in New Race Course Business Park, MR 10 Indore",,,,
₹90 Lac,1000,,,Shop for Sale in Imli Bazar Indore,,,,
₹26.6 Lac,740,,,Plot/Land for Sale in Dhan Khedi Indore,,,,
₹2.25 Cr,1500,,,Plot/Land for Sale in Scheme No 114 Part 1 Indore,,,,
₹82 Lac,1344,,,"Plot/Land for Sale in Treasure Fantasy, Rau Road Indore",,,,
₹1.20 Cr,2400,5,,5 BHK  House for Sale in Veena Nagar Indore,5,House,Furnished,
₹40 Lac,1000,,,"Plot/Land for Sale in Ricon City, Khandwa Road Indore",,,,
₹20 Lac,600,2,,2 BHK  House for Sale in AB Road Indore,2,House,Unfurnished,1
₹6 Cr,6000,6,,6 BHK  House for Sale in Sudama Nagar Indore,6,House,Furnished,7
₹90 Lac,1200,,,"Plot/Land for Sale in Emerald Gardenia, Indore Bypass Road Indore",,,,
₹60 Lac,1200,,,"Plot/Land for Sale in Gracelands Highway Glory, Saver Village Indore",,Villa,,
₹30 Lac,750,2,,2 BHK  House for Sale in all city Indore,2,House,Unfurnished,2
₹55 Lac,1350,3,,3 BHK Flat  for Sale in   Indore,3,,Unfurnished,3
₹19.5 Lac,540,,,Plot/Land for Sale in Dhar Road Indore,,,,
₹14 Cr,18500,,,"Plot/Land for Sale in Prime Park, Bicholi Mardana, AB Bypass Indore",,,,
₹56 Lac,1000,,,"Plot/Land for Sale in Jaiswal Saffron City Extension, Super Corridor Indore",,,,
₹36 Lac,1000,,,Plot/Land for Sale in Rau Pithampur Road Indore,,,,
₹18 Lac,904,2,,"2 BHK Flat  for Sale in  Vastu Siddhivinayak Apartment, Vastu Siddhivinayak Apartment, Khandwa Road, Indore",2,Apartment,Unfurnished,
₹1.30 Cr,1970,3,,3 BHK Flat  for Sale in   Indore,3,,Semi-Furnished,3
₹80 Lac,1285,2,,"2 BHK Flat  for Sale in  Lalbagh Colony, Indore",2,,Unfurnished,
₹73 Lac,2250,4,,4 BHK  House for Sale in Rau Indore,4,House,Unfurnished,4
₹16.8 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹27.2 Lac,,,,Plot/Land for Sale in Nagar Nigam Indore,,,,
₹60 Lac,1364,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,
₹7 Cr,3000,,,Plot/Land for Sale in Manikbagh Indore,,,,
₹90 Lac,1500,3,,3 BHK  House for Sale in Nipania Indore,3,House,Furnished,
₹62 Lac,1700,3,,"3 BHK  House for Sale in Hi Link City Extension, Chhota Bangarda Indore",3,House,Unfurnished,
₹1.23 Cr,5724,,,Land for Sale in Super Corridor Indore,,,,
₹1.50 Cr,1855,3,,"3 BHK Flat  for Sale in  Yasraj residency, Yasraj residency, Manorama Ganj, Indore",3,,Semi-Furnished,3
₹1 Cr,1500,3,,"3 BHK Flat  for Sale in  Scheme No 78, Indore",3,,Semi-Furnished,
₹2 Cr,4000,5,,"5 BHK  House for Sale in DLF Garden City Indore, DLF Garden City Indore",5,House,Unfurnished,4
₹1.30 Cr,1100,4,,4 BHK  House for Sale in Tejaji Nagar Indore,4,House,Semi-Furnished,
₹72.5 Lac,1130,2,,"2 BHK Flat  for Sale in  DB Pride, DB Pride, Talawali Chanda, Indore",2,,Furnished,2
₹48 Lac,1250,3,,3 BHK  House for Sale in Mhow Indore,3,House,Semi-Furnished,
₹1.10 Cr,1420,3,,"3 BHK Flat  for Sale in  Space Park, Space Park, Mahalakshmi Nagar, Indore",3,,Semi-Furnished,
₹58 Lac,2230,,,"Plot/Land for Sale in Kuber city-1,Near super corridor Indore",,,,
₹40 Lac,1250,,,"Plot/Land for Sale in Amrapali Modern City Plots, Rau Pithampur Road Indore",,,,
₹1.62 Cr,1293,,,"Plot/Land for Sale in SS Infinitus Silvanus, MR 11 Indore",,,,
₹57 Lac,822,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,2
₹28 Lac,800,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹1.20 Cr,1000,4,,4 BHK  House for Sale in Vigyan Nagar Indore,4,House,Semi-Furnished,
₹22 Lac,1000,,,Plot/Land for Sale in The Crown City Indore,,,,
₹1.87 Cr,2350,4,,4 BHK  House for Sale in Alok Nagar Indore,4,House,Furnished,4
₹25 Lac,500,,,Plot/Land for Sale in phoenix township kelod hala Indore,,,,
₹1.31 Cr,2500,3,,3 BHK  House for Sale in Singapore Township Indore,3,House,Semi-Furnished,3
₹23.1 Lac,10000,,,Land for Sale in Sliver farms Indore,,,,
₹1.70 Cr,1000,3,,3 BHK  House for Sale in Indore Bypass Road Indore,3,House,Furnished,3
₹24.5 Lac,451,,,Plot/Land for Sale in Limbodi Indore,,,,
₹60 Lac,1365,3,,"3 BHK Flat  for Sale in  Silver Springs Phase 2, Silver Springs Phase 2, Indore Bypass Road, Indore",3,,Semi-Furnished,3
₹40 Lac,1260,2,,2 BHK  House for Sale in Rau Indore,2,House,Semi-Furnished,
₹3.80 Cr,4500,10,,> 10 BHK  House for Sale in Tilak Nagar Indore,10,House,Furnished,
₹85 Lac,2152,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹3.85 Cr,4000,4,,4 BHK  House for Sale in Manishpuri Indore,4,House,Furnished,4
₹15 Lac,822,2,,"2 BHK Flat  for Sale in  Bicholi Mardana, Indore",2,Apartment,Semi-Furnished,
₹2.15 Cr,1500,7,,7 BHK Villa for Sale in AerodromeRoad Indore,7,Villa,Unfurnished,7
₹12 Cr,8955,,,Office in IT Park/ SEZ for Sale in Khandwa Road Indore,,,,
₹36 Lac,800,,,Plot/Land for Sale in Kanadiya Indore,,,,
₹27 Lac,650,1,,"1 BHK Flat  for Sale in  Shubh Labh Tirumala Town, Shubh Labh Tirumala Town, Chhota Bangarda, Indore",1,,Semi-Furnished,
₹55 Lac,1000,,,"Plot/Land for Sale in Amm Greens, Bada Bangarda Indore",,,,
₹25 Lac,300,,,Office Space for Sale in Jaora Compound Indore,,,,
₹41 Lac,1000,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,
₹22 Lac,600,,,"Plot/Land for Sale in Indore Ujjain Road, Indore Indore",,,,
₹30 Lac,1400,,,Land for Sale in Sanwer Road Indore,,,,
₹52 Lac,750,2,1,"2 BHK  House for Sale in Balaji Enclave, Manglia Indore",2,House,Unfurnished,2
₹15 Lac,71,,,Shop for Sale in New Palasia Indore,,,,
₹19.5 Lac,,,,"Plot/Land for Sale in Dream Lake View City NX, Ujjain Indore Road Indore",,,,
₹30 Lac,,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹16 Lac,700,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,2
₹14.1 Lac,600,,,Plot/Land for Sale in Ringnodiya Indore,,,,
₹3.75 Cr,3000,5,,5 BHK  House for Sale in Ahilya nagar Indore,5,House,Unfurnished,5
₹3.01 Cr,3000,5,,5 BHK  House for Sale in Sudama Nagar Indore,5,House,Furnished,
₹2.50 Cr,2840,4,,"4 BHK Flat  for Sale in  Mahalakshmi Nagar, Indore",4,,Furnished,4
₹33 Lac,650,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,
₹1.80 Cr,1200,4,,4 BHK  House for Sale in Scheme No. 71 Indore,4,House,Semi-Furnished,4
₹10.5 Lac,400,1,,"1 BHK Flat  for Sale in  Anand Ekta Heights, Anand Ekta Heights, Dewas Naka, Indore",1,,Unfurnished,1
₹47.5 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹17 Lac,547,1,,1 BHK Flat  for Sale in   Indore,1,,Semi-Furnished,2
₹1.10 Cr,2102,,,Plot/Land for Sale in DLF Gardencity Phase 2 Indore,,,,
₹42 Lac,520,2,,"2 BHK Flat  for Sale in  Prajapat Nagar, Indore",2,,Semi-Furnished,3
₹40 Lac,800,,,"Plot/Land for Sale in Platinum Paradise, Indore Bypass Road Indore",,,,
₹11 Lac,450,,,Plot/Land for Sale in Pithampur Indore,,,,
₹66 Lac,1100,,,Plot/Land for Sale in Premium Park Colony Indore,,,,
₹1.25 Cr,2200,,,Plot/Land for Sale in Sahakar Nagar Indore,,,,
₹1.68 Cr,2100,,,Plot/Land for Sale in Airport Road Indore,,,,
₹76.8 Lac,2400,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹35 Lac,970,3,,"3 BHK Flat  for Sale in  Sanghavi Residency, Sanghavi Residency, Bicholi Mardana, Indore",3,,Unfurnished,3
₹1.27 Cr,2803,3,,"3 BHK  House for Sale in Singapore Township Plot Phase l, Singapore Township Indore",3,House,Semi-Furnished,3
₹25 Lac,,,,Plot/Land for Sale in mangalia Indore,,,,
₹52 Lac,1420,3,,"3 BHK Flat  for Sale in  Bicholi Mardana, Indore",3,,Semi-Furnished,
₹75 Lac,450,,,Shop for Sale in Old Palasia Indore,,,,
₹65 Lac,500,5,,5 BHK Villa for Sale in Surya Dev Nagar Indore,5,Villa,Unfurnished,4
₹90 Lac,2205,4,2,"4 BHK Flat  for Sale in  Silver Springs Phase 2, Silver Springs Phase 2, Indore Bypass Road, Indore",4,,Semi-Furnished,3
₹65 Lac,310,,,Shop for Sale in Khatiwala Tank Indore,,,,
₹25 Lac,800,2,,"2 BHK Flat  for Sale in  Sadar Bazar, Indore",2,,Unfurnished,2
₹2.30 Cr,3000,4,,4 BHK  House for Sale in Airport Road Indore,4,House,Semi-Furnished,
₹77 Lac,1565,4,2,"4 BHK Flat  for Sale in  Silver Springs Phase 2, Silver Springs Phase 2, Indore Bypass Road, Indore",4,,Unfurnished,
₹8 Cr,500,2,,2 BHK  House for Sale in Mahalakshmi Nagar Indore,2,House,Unfurnished,3
₹22 Lac,880,2,,"2 BHK Flat  for Sale in  NEWW YORK CITY, NEWW YORK CITY, Rau, Indore",2,,Semi-Furnished,2
₹2.50 Cr,2600,5,,5 BHK  House for Sale in Dutt Nagar Indore,5,House,Semi-Furnished,4
₹70 Lac,1000,4,,4 BHK Villa for Sale in Silver Park Colony Indore,4,Villa,Semi-Furnished,3
₹38 Lac,560,2,,2 BHK Flat  for Sale in   Indore,2,Apartment,Furnished,2
₹26.7 Lac,765,,,Plot/Land for Sale in Dharampuri Indore,,,,
₹48 Lac,1000,,,Plot/Land for Sale in samarth residency nainod Indore,,,,
₹2 Lac,620,1,,"1 BHK Flat  for Sale in  Sapna Sangeeta Road, Indore",1,,Unfurnished,1
₹75 Lac,1600,4,,4 BHK  House for Sale in Juni Indore Indore,4,House,Unfurnished,2
₹22.5 Lac,1200,3,,"3 BHK Farm House for Sale in Amazing Farms, Indore Bypass Road Indore",3,House,Unfurnished,
₹1.10 Cr,2000,3,,3 BHK  House for Sale in Silicon City Indore,3,House,Semi-Furnished,
₹24 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹1.20 Cr,2100,4,,4 BHK  House for Sale in CHAMELI PARK BENGALI SQUARE Indore,4,House,Furnished,4
₹1.20 Cr,650,2,,2 BHK  House for Sale in Khajrana Square Indore,2,House,Unfurnished,2
₹30 Lac,800,,,"Plot/Land for Sale in Samarth Dream City, Nainod Indore",,,,
₹3.20 Cr,,,,Industrial Land for Sale in Ujjain Indore Road Indore,,,,
₹60 Lac,900,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹14.5 Lac,1000,,,Plot/Land for Sale in Ujjain Road Pologround Industrial Estate Indore,,,,
